+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|     行业     |  代码  |    名称    | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |   1   |   0   |
+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|   化学原料   | 301209 |   N联合    |  134.3%  | 160.9 | -19.0 |  0.0  | -9.0  |  5.0  | -2.1  |  7.0  | 13.0  |  5.7  | -7.2  |
|  互联网服务  | 301270 |   N汉仪    |  122.6%  |       |       | 53.9  | 53.9  | 28.6  | -15.0 | -4.1  |  7.2  | -11.3 | -5.5  |
|   家电行业   | 001259 |   N利仁    |  119.8%  |       |       | 44.0  | 44.0  | 10.0  | 10.0  | 10.0  | -6.7  | -10.0 | -5.2  |
|  光学光电子  | 688401 |   N路维    |  102.5%  |       |       |       |       |       |       |       |       | 129.2 | -11.6 |
|   食品饮料   | 603237 |  N五芳斋   |  100.0%  |       |       | 44.0  | 44.0  | 10.0  | 10.0  | -5.0  | -9.6  |  0.0  | -7.2  |
|    半导体    | 688403 |   N汇成    |  90.8%   |       |       |       |       |       |       |       |       |       | 90.8  |
|   物流行业   | 002800 |  天顺股份  |  77.2%   |       |       |       |       | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  |
|   食品饮料   | 000716 |   黑芝麻   |  61.5%   | 10.1  |  9.9  |  9.9  | 10.0  |  9.9  | -6.5  |  4.3  |  4.0  | 10.0  | -10.1 |
|  房地产开发  | 000573 |  粤宏远Ａ   |  61.1%   |       |       |       |       |       | 10.0  |  9.9  | 10.0  | 10.0  | 10.1  |
|   电网设备   | 688226 |  威腾电气  |  60.8%   |       |       |       | 20.0  | 20.0  | -6.2  | 10.2  |  3.4  |  4.5  |  0.0  |
|    半导体    | 688041 |   N海光    |  60.1%   |       |       |       |       |       | 66.9  | -5.5  |  6.8  | -5.0  |  0.0  |
|   专用设备   | 688160 |  步科股份  |  60.0%   | -8.0  |  1.9  | 20.0  | 10.3  | 12.5  |  3.2  |  0.4  |  0.4  |  8.4  |  1.7  |
|   汽车整车   | 000868 |  安凯客车  |  51.4%   |  1.1  |  0.7  |  5.5  | -3.5  | -1.0  |  8.0  |  6.9  |  5.7  | 10.0  | 10.0  |
|   专用设备   | 831152 |   N昆工    |  51.4%   |       |       |       |       | 51.2  | -17.9 | -2.4  |  0.3  | 29.9  | -4.2  |
|   化学制品   | 002165 |   红宝丽   |  50.9%   |       | 10.1  | 10.1  |  2.0  | -5.6  |  4.7  |  9.9  |  9.9  | -2.9  |  5.2  |
|  汽车零部件  | 688071 |  华依科技  |  48.5%   |  9.7  |  0.6  | -1.2  | -0.0  |  6.4  |  3.8  |  1.4  |  3.4  | 13.7  |  3.5  |
|   通用设备   | 300257 |  开山股份  |  48.4%   |       | 20.0  | 20.0  | -5.4  | -1.7  | -0.8  |  3.6  |  1.3  |  7.2  | -0.7  |
|   物流行业   | 001331 |   N胜通    |  44.0%   |       |       |       |       |       |       |       |       |       | 44.0  |
|   多元金融   | 001236 |   N弘业    |  43.7%   | 10.0  | 10.0  | 10.0  | 10.0  |  2.3  | -4.6  |  2.7  |  3.3  | -5.8  |  0.7  |
|   消费电子   | 002866 |  传艺科技  |  43.5%   | -4.6  |  2.1  |  0.6  | -10.0 | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  |  1.1  |
|   通用设备   | 600992 |  贵绳股份  |  41.5%   | -10.0 |  4.6  |  0.0  | 10.0  | -5.5  | 10.0  |  2.4  |  6.1  | 10.0  | 10.0  |
|   采掘行业   | 002828 |  贝肯能源  |  40.5%   |  7.3  | -5.4  |  5.5  | -5.8  |  1.1  |  4.5  |  9.9  | 10.0  | 10.0  | -0.9  |
|   文化传媒   | 000892 |  欢瑞世纪  |  40.2%   |       | 10.1  | 10.1  |  9.9  | 10.1  | 10.1  | -10.0 | -10.0 |  4.4  |  2.6  |
|  房地产开发  | 600683 |  京投发展  |  38.7%   |       |       | 10.1  | 10.1  | 10.0  |  2.8  | -0.2  |  9.9  | -10.0 |  2.6  |
