+--------------+--------+-------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+------+-------+
|     行业     |  代码  |    名称     | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |  1   |   0   |
+--------------+--------+-------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+------+-------+
|   综合行业   | 002591 |  恒大高新   |  97.9%   |  9.9  |  9.9  | 10.0  | 10.0  | 10.0  | 10.1  | 10.0  | -3.9  | 10.0 | -3.9  |
|   通用设备   | 002514 |  宝馨科技   |  69.9%   | 10.0  | 10.1  | 10.0  |  5.7  |  4.2  | 10.0  | -6.0  |  0.5  | 5.8  |  5.4  |
|   电网设备   | 301120 |  新特电气   |  69.4%   |  4.9  | -6.4  | 20.0  | 20.0  | 20.0  |  0.6  | -7.7  | -4.2  | 20.0 | -6.4  |
|   通用设备   | 002965 |  祥鑫科技   |  67.4%   |  1.8  |  3.9  |  2.2  | 10.0  | 10.0  | 10.0  | -10.0 |  8.9  | 7.9  | 10.0  |
|   消费电子   | 002547 |  春兴精工   |  66.6%   |  0.2  | -6.4  |  9.9  | -4.5  | 10.1  | 10.0  | 10.0  |  9.9  | 10.0 |  5.0  |
|     游戏     | 002168 |  惠程科技   |  66.4%   | -1.4  |  0.6  |  6.8  |  0.0  | -2.6  | 10.0  | 10.0  | 10.0  | 10.1 | 10.0  |
|  房地产开发  | 000631 |  顺发恒业   |  64.9%   | -2.5  |  5.9  | 10.1  |  9.9  | 10.1  | 10.0  | -7.3  | 10.0  | -3.0 | 10.1  |
|   电网设备   | 688248 |  南网科技   |  64.1%   |  7.0  | 10.6  | 14.0  | 20.0  | -2.0  | 16.3  | -10.4 |  1.1  | -3.7 |  1.9  |
|   装修建材   | 000619 |  海螺新材   |  61.4%   | -1.0  | 10.0  | 10.0  | -0.7  | -3.1  | 10.0  | 10.1  | 10.0  | 10.1 | -4.5  |
|   食品饮料   | 603170 |  宝立食品   |  61.1%   |  0.0  |  0.0  |  0.0  |  0.0  |  0.0  | 10.0  | 10.0  | 10.0  | 10.0 | 10.0  |
|   铁路公路   | 000755 |  山西路桥   |  61.1%   | 10.0  | 10.1  | 10.1  | 10.0  |  4.5  |  5.2  |  0.0  |  0.0  | 0.0  |  0.0  |
|   文化传媒   | 600996 |  贵广网络   |  53.5%   | -0.3  |  3.7  |  5.9  |  9.9  |  5.3  |  3.6  | 10.0  | 10.0  | 7.1  | -10.0 |
|   电网设备   | 002121 |  科陆电子   |  51.1%   |  1.2  | -0.1  |  3.9  |  3.1  | -4.0  | 10.0  |  7.3  | 10.0  | 10.0 |  1.8  |
|   专用设备   | 688218 |  江苏北人   |  51.0%   |  8.1  | -9.8  | 10.9  | 18.0  |  0.8  |  2.1  | -0.6  | -0.4  | 12.7 |  3.1  |
|   家电行业   | 002011 |  盾安环境   |  50.8%   |  1.1  | -6.6  | 10.0  |  4.8  | 10.0  |  7.2  | -4.3  |  1.4  | 10.0 | 10.0  |
|   风电设备   | 300690 |  双一科技   |  46.2%   | -0.8  |  2.0  |  5.2  |  6.3  | -2.6  |  6.0  | 20.0  |  6.0  | -4.9 |  3.5  |
|   公用事业   | 000544 |  中原环保   |  45.4%   |  0.3  |  1.0  |  1.2  |  9.9  |  9.9  | 10.0  | 10.0  | -9.3  | 3.4  |  3.3  |
|   化学原料   | 603067 |  振华股份   |  43.1%   |  2.0  | -6.8  | -1.6  | 10.0  | 10.0  | 10.0  |  4.2  | 10.0  | -2.1 |  2.4  |
|   通用设备   | 600992 |  贵绳股份   |  41.2%   | -2.3  | -2.4  | 10.0  | 10.0  | 10.0  |  4.5  | 10.0  | 10.0  | -2.4 | -10.0 |
|   交运设备   | 603787 |  新日股份   |  40.9%   | -0.5  | -3.0  |  1.3  | 10.0  |  7.6  |  2.4  |  6.7  | 10.0  | -0.8 |  2.2  |
|  汽车零部件  | 605088 |  冠盛股份   |  40.7%   | -2.1  | -1.7  |  4.9  |  0.4  | -1.3  | 10.0  | 10.0  | 10.0  | 7.7  | -1.8  |
