+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+------+-------+
|     行业     |  代码  |    名称    | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |  1   |   0   |
+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+------+-------+
|   多元金融   | 001236 |   N弘业    |  209.7%  |       | 44.1  | 10.1  | 10.2  | 10.2  | 10.1  |  9.9  |  9.9  | 10.1 |  9.9  |
|   电力行业   | 001258 |  立新能源  |  133.6%  | 10.1  |  9.9  | 10.0  | 10.1  | 10.0  | 10.0  | 10.0  |  3.8  | 10.0 |  4.9  |
|  光学光电子  | 688401 |   N路维    |  129.2%  |       |       |       |       |       |       |       |       |      | 129.2 |
|   家用轻工   | 301336 |   N趣睡    |  107.8%  |       |       |       |       |       |       | 171.0 | -18.8 | -4.4 | -1.3  |
|  汽车零部件  | 002553 |  南方精工  |  83.0%   | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | -5.7  |  6.4  | -6.5  | 10.0 | 10.0  |
|    半导体    | 002077 |  大港股份  |  81.3%   | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | -6.7  |  2.7  | 3.2  |  3.5  |
|     电池     | 301121 |   N紫建    |  77.8%   |       |       | 45.4  | 14.8  | -6.8  |  8.6  | -3.1  | -1.8  | 2.7  |  7.7  |
|   消费电子   | 001229 |   N魅视    |  75.1%   |       |       | 44.0  | 10.0  | 10.0  | 10.0  | 10.0  | -10.0 | -8.4 |  0.8  |
|   电子元件   | 301021 |  英诺激光  |  75.1%   |       |       |       |       | 11.8  |  7.2  | -3.9  | 17.0  | 8.3  | 20.0  |
|  计算机设备  | 001339 |   N智微    |  74.3%   |       |       |       |       |       |       |       | 44.0  | 10.0 | 10.0  |
|      —       | 835985 |   N海泰    |  73.1%   |       |       | 27.4  | 29.9  | 10.2  |  5.5  | -11.5 | 11.2  | -4.6 | -4.1  |
|   通用设备   | 300554 |  三超新材  |  71.0%   | 15.7  | 14.8  | 20.0  | -2.8  |  1.9  | -6.6  |  6.2  |  3.0  | 7.7  | -1.6  |
|   环保行业   | 301030 |  仕净科技  |  65.4%   | 12.2  | -0.2  | 15.3  | 15.6  |  0.6  | -3.0  |  0.1  |  3.0  | 10.4 | -0.2  |
|   通用设备   | 000595 |  宝塔实业  |  61.6%   | -6.6  | -4.7  |  3.1  | -0.7  | 10.1  |  9.9  | 10.1  | 10.1  | 10.0 | 10.0  |
|   电网设备   | 688226 |  威腾电气  |  60.8%   |       |       |       |       | 20.0  | 20.0  | -6.2  | 10.2  | 3.4  |  4.5  |
|    半导体    | 688041 |   N海光    |  60.1%   |       |       |       |       |       |       | 66.9  | -5.5  | 6.8  | -5.0  |
|    半导体    | 301308 |  N江波龙   |  60.0%   |       | 77.8  | -14.6 |  7.9  | -2.4  | 14.6  | -11.4 | -3.2  | -2.2 |  4.1  |
|   电力行业   | 000040 |  东旭蓝天  |  59.9%   |  1.7  | -1.4  |  4.3  | 10.0  | 10.1  | 10.1  | 10.0  | -2.6  | 1.2  |  5.8  |
|   工程机械   | 002272 |  川润股份  |  59.6%   | 10.0  | -7.5  |  2.1  | -2.3  | 10.0  | -2.5  | 10.1  | 10.1  | 10.0 | 10.0  |
|   纺织服装   | 300526 |  *ST中潜   |  59.3%   | 20.0  | -5.1  |  4.3  | 13.0  | -3.0  | -7.9  |  5.0  | 15.2  | 13.5 | -3.3  |
|  光学光电子  | 300650 |  太龙股份  |  58.4%   | 11.2  | 13.2  |  3.3  |  6.0  |  0.7  | -0.4  | -4.6  | 14.3  | 7.9  | -2.6  |
|   专用设备   | 301312 |   智立方   |  56.7%   | 10.0  | 13.2  |  2.0  |  4.8  | -2.5  |  7.6  |  1.5  | -5.3  | -2.5 | 19.7  |
|  光学光电子  | 002876 |   三利谱   |  55.0%   | 10.0  |  8.3  |  0.4  |  5.6  |  5.0  |  3.7  | -2.9  |  1.7  | 4.1  |  9.6  |
|   专用设备   | 688160 |  步科股份  |  51.2%   | -3.9  | -8.0  |  1.9  | 20.0  | 10.3  | 12.5  |  3.2  |  0.4  | 0.4  |  8.4  |
