+--------------+--------+------------+----------+------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|     行业     |  代码  |    名称    | 涨幅统计 |  9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |   1   |   0   |
+--------------+--------+------------+----------+------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|    半导体    | 000670 |   盈方微   |  400.2%  |      | 488.4 | -10.0 | -10.0 |  3.5  | -10.0 | -7.5  |  0.5  | 10.0  | 10.0  |
|  互联网服务  | 301270 |   N汉仪    |  158.7%  |      |       |       |       |       |       | 53.9  | 53.9  | 28.6  | -15.0 |
|   食品饮料   | 603237 |  N五芳斋   |  150.9%  |      |       |       |       |       |       | 44.0  | 44.0  | 10.0  | 10.0  |
|   家电行业   | 001259 |   N利仁    |  150.9%  |      |       |       |       |       |       | 44.0  | 44.0  | 10.0  | 10.0  |
|   家用轻工   | 001222 |   N源飞    |  127.6%  | 44.0 | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | -9.9  | -10.0 |
|   文化传媒   | 001330 |   N博纳    |  113.3%  | 43.9 | 10.1  | 10.1  | 10.0  | 10.0  | 10.0  |  6.3  | -6.3  |  2.6  | -10.0 |
|   多元金融   | 001236 |   N弘业    |  109.3%  | 10.1 | 10.0  | 10.0  |  9.9  | 10.0  | 10.0  | 10.0  | 10.0  |  2.3  | -4.6  |
|  光学光电子  | 688401 |   N路维    |  102.5%  |      |       |       |       |       |       |       |       | 129.2 | -11.6 |
|   化学原料   | 301209 |   N联合    |  97.6%   |      |       |       |       | 160.9 | -19.0 |  0.0  | -9.0  |  5.0  | -2.1  |
|    半导体    | 688403 |   N汇成    |  90.8%   |      |       |       |       |       |       |       |       |       | 90.8  |
|   食品饮料   | 000716 |   黑芝麻   |  65.5%   |      |       |       | 10.0  | 10.1  |  9.9  |  9.9  | 10.0  |  9.9  | -6.5  |
|   文化传媒   | 000892 |  欢瑞世纪  |  61.6%   |      |       |       |       |       | 10.1  | 10.1  |  9.9  | 10.1  | 10.1  |
|   电网设备   | 688226 |  威腾电气  |  60.8%   |      |       |       | 20.0  | 20.0  | -6.2  | 10.2  |  3.4  |  4.5  |  0.0  |
|    半导体    | 688041 |   N海光    |  60.1%   |      |       |       |       |       | 66.9  | -5.5  |  6.8  | -5.0  |  0.0  |
|   专用设备   | 688160 |  步科股份  |  60.0%   | -8.0 |  1.9  | 20.0  | 10.3  | 12.5  |  3.2  |  0.4  |  0.4  |  8.4  |  1.7  |
|  汽车零部件  | 688071 |  华依科技  |  48.5%   | 9.7  |  0.6  | -1.2  | -0.0  |  6.4  |  3.8  |  1.4  |  3.4  | 13.7  |  3.5  |
|   食品饮料   | 002820 |   桂发祥   |  46.5%   |      |       |       |       |       |       | 10.0  | 10.0  | 10.1  | 10.0  |
|   航运港口   | 600428 |  中远海特  |  43.6%   | 10.0 |  9.0  | 10.0  |  9.6  | 10.0  | -1.9  |  0.0  | -9.2  | -3.0  |  4.6  |
|   化学制品   | 002037 |  保利联合  |  43.2%   | -2.2 | 10.0  |  2.5  | -4.6  | 10.0  | -3.2  |  0.7  | 10.0  | 10.0  |  5.0  |
|   专用设备   | 300950 |   德固特   |  43.2%   |      | 20.0  |  3.2  | -6.5  | -3.9  | 20.0  |  0.0  | 14.9  | -3.2  | -3.6  |
|   交运设备   | 600818 |  中路股份  |  42.2%   | 1.5  | -0.5  | 10.0  |  3.5  |  1.2  |  8.3  |  0.0  | -5.1  | 10.0  |  8.0  |
|   消费电子   | 002866 |  传艺科技  |  39.1%   | 10.0 | 10.0  | 10.0  | -2.1  | -4.6  |  2.1  |  0.6  | -10.0 | 10.0  | 10.0  |
|   化学制品   | 000985 |  大庆华科  |  38.8%   |      |       |       |       | 10.0  | 10.0  | 10.0  | -3.4  | 10.0  | -1.9  |
|   专用设备   | 688596 |  正帆科技  |  37.3%   | 8.7  |  4.9  |  1.0  | 12.8  |  7.8  | -2.5  |  1.6  | -5.0  |  1.6  |  2.6  |
|  房地产开发  | 600683 |  京投发展  |  36.9%   |      |       |       |       |       |       | 10.1  | 10.1  | 10.0  |  2.8  |
