+--------------+--------+-------------+----------+-------+-------+-------+-------+-------+-------+-------+------+-------+-------+
|     行业     |  代码  |    名称     | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |  2   |   1   |   0   |
+--------------+--------+-------------+----------+-------+-------+-------+-------+-------+-------+-------+------+-------+-------+
|   综合行业   | 002591 |  恒大高新   |  98.1%   |  9.9  | 10.0  | 10.0  | 10.0  | 10.1  | 10.0  | -3.9  | 10.0 | -3.9  | 10.1  |
|   食品饮料   | 603170 |  宝立食品   |  77.2%   |  0.0  |  0.0  |  0.0  |  0.0  | 10.0  | 10.0  | 10.0  | 10.0 | 10.0  | 10.0  |
|  房地产开发  | 000631 |  顺发恒业   |  75.2%   |  5.9  | 10.1  |  9.9  | 10.1  | 10.0  | -7.3  | 10.0  | -3.0 | 10.1  |  3.7  |
|   消费电子   | 002547 |  春兴精工   |  74.0%   | -6.4  |  9.9  | -4.5  | 10.1  | 10.0  | 10.0  |  9.9  | 10.0 |  5.0  |  4.7  |
|   文化传媒   | 600996 |  贵广网络   |  69.3%   |  3.7  |  5.9  |  9.9  |  5.3  |  3.6  | 10.0  | 10.0  | 7.1  | -10.0 | 10.0  |
|   电网设备   | 301120 |  新特电气   |  60.0%   | -6.4  | 20.0  | 20.0  | 20.0  |  0.6  | -7.7  | -4.2  | 20.0 | -6.4  | -0.9  |
|     游戏     | 002168 |  惠程科技   |  51.9%   |  0.6  |  6.8  |  0.0  | -2.6  | 10.0  | 10.0  | 10.0  | 10.1 | 10.0  | -9.9  |
|   电网设备   | 688248 |  南网科技   |  50.8%   | 10.6  | 14.0  | 20.0  | -2.0  | 16.3  | -10.4 |  1.1  | -3.7 |  1.9  | -1.7  |
|   通用设备   | 002965 |  祥鑫科技   |  48.0%   |  3.9  |  2.2  | 10.0  | 10.0  | 10.0  | -10.0 |  8.9  | 7.9  | 10.0  | -10.0 |
|   装修建材   | 000619 |  海螺新材   |  47.5%   | 10.0  | 10.0  | -0.7  | -3.1  | 10.0  | 10.1  | 10.0  | 10.1 | -4.5  | -9.6  |
|   铁路公路   | 000755 |  山西路桥   |  46.5%   | 10.1  | 10.1  | 10.0  |  4.5  |  5.2  |  0.0  |  0.0  | 0.0  |  0.0  |  0.0  |
|  汽车零部件  | 603917 |  合力科技   |  44.5%   | 10.0  | 10.0  | 10.0  | 10.0  |  7.1  | -10.0 |  1.1  | 10.0 | -2.3  | -5.7  |
|   医疗器械   | 688358 |  祥生医疗   |  44.5%   | -4.2  |  6.6  | 10.0  | -0.9  | -3.7  |  0.7  |  1.4  | 20.0 | -0.7  | 10.7  |
|   有色金属   | 603527 |  众源新材   |  44.2%   | -1.4  |  5.0  |  2.3  |  2.4  |  3.6  | 10.0  | 10.0  | -4.2 | 10.0  |  0.6  |
|  汽车零部件  | 603211 |    N晋拓    |  44.0%   |       |       |       |       |       |       |       |      |       | 44.0  |
|   家电行业   | 002011 |  盾安环境   |  42.5%   | -6.6  | 10.0  |  4.8  | 10.0  |  7.2  | -4.3  |  1.4  | 10.0 | 10.0  | -4.6  |
|   通用设备   | 601369 |  陕鼓动力   |  42.3%   |  1.4  |  1.8  |  4.0  | 10.0  |  8.5  |  1.7  |  4.4  | -2.2 | -2.8  | 10.0  |
|   电网设备   | 002121 |  科陆电子   |  41.6%   | -0.1  |  3.9  |  3.1  | -4.0  | 10.0  |  7.3  | 10.0  | 10.0 |  1.8  | -5.2  |
|   家电行业   | 300403 |  汉宇集团   |  41.4%   | -3.6  |  6.3  | 12.2  |  4.1  |  3.0  |  4.1  | -2.8  | -3.6 |  3.0  | 14.2  |
|   专用设备   | 688218 |  江苏北人   |  40.0%   | -9.8  | 10.9  | 18.0  |  0.8  |  2.1  | -0.6  | -0.4  | 12.7 |  3.1  |  0.3  |
|  汽车零部件  | 605088 |  冠盛股份   |  39.7%   | -1.7  |  4.9  |  0.4  | -1.3  | 10.0  | 10.0  | 10.0  | 7.7  | -1.8  | -2.8  |
|   通用设备   | 002896 |  中大力德   |  39.4%   | -7.5  | -0.9  |  6.1  | -2.1  | 10.0  | 10.0  | 10.0  | 4.6  | -4.4  | 10.0  |
