+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+------+-------+-------+
|     行业     |  代码  |    名称    | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |  2   |   1   |   0   |
+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+------+-------+-------+
|   多元金融   | 001236 |   N弘业    |  240.8%  | 44.1  | 10.1  | 10.2  | 10.2  | 10.1  |  9.9  |  9.9  | 10.1 |  9.9  | 10.1  |
|   电力行业   | 001258 |  立新能源  |  104.5%  |  9.9  | 10.0  | 10.1  | 10.0  | 10.0  | 10.0  |  3.8  | 10.0 |  4.9  | -3.6  |
|  光学光电子  | 688401 |   N路维    |  102.5%  |       |       |       |       |       |       |       |      | 129.2 | -11.6 |
|   家用轻工   | 301336 |   N趣睡    |  98.3%   |       |       |       |       |       | 171.0 | -18.8 | -4.4 | -1.3  | -4.5  |
|     电池     | 301121 |   N紫建    |  93.1%   |       | 45.4  | 14.8  | -6.8  |  8.6  | -3.1  | -1.8  | 2.7  |  7.7  |  8.6  |
|    半导体    | 688403 |   N汇成    |  90.8%   |       |       |       |       |       |       |       |      |       | 90.8  |
|  汽车零部件  | 002553 |  南方精工  |  82.9%   | 10.0  | 10.0  | 10.0  | 10.0  | -5.7  |  6.4  | -6.5  | 10.0 | 10.0  | 10.0  |
|   电子元件   | 301021 |  英诺激光  |  78.5%   |       |       |       | 11.8  |  7.2  | -3.9  | 17.0  | 8.3  | 20.0  |  1.9  |
|  计算机设备  | 001339 |   N智微    |  78.2%   |       |       |       |       |       |       | 44.0  | 10.0 | 10.0  |  2.2  |
|      —       | 835985 |   N海泰    |  74.6%   |       | 27.4  | 29.9  | 10.2  |  5.5  | -11.5 | 11.2  | -4.6 | -4.1  |  0.9  |
|  汽车零部件  | 301192 |   N泰祥    |  74.3%   |       |       |       |       | 80.3  | -0.4  | -11.6 | -1.7 | -6.9  | 20.0  |
|    半导体    | 002077 |  大港股份  |  71.7%   | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | -6.7  |  2.7  | 3.2  |  3.5  |  4.2  |
|   消费电子   | 001229 |   N魅视    |  66.8%   |       | 44.0  | 10.0  | 10.0  | 10.0  | 10.0  | -10.0 | -8.4 |  0.8  | -4.7  |
|   通用设备   | 000595 |  宝塔实业  |  65.1%   | -4.7  |  3.1  | -0.7  | 10.1  |  9.9  | 10.1  | 10.1  | 10.0 | 10.0  | -4.6  |
|   电网设备   | 688226 |  威腾电气  |  60.8%   |       |       |       | 20.0  | 20.0  | -6.2  | 10.2  | 3.4  |  4.5  |  0.0  |
|   光伏设备   | 300029 |   ST天龙   |  60.2%   |  4.4  | -1.7  |  4.8  |  0.0  | -1.7  |  2.9  | 13.5  | 8.8  | -0.6  | 19.9  |
|    半导体    | 688041 |   N海光    |  60.1%   |       |       |       |       |       | 66.9  | -5.5  | 6.8  | -5.0  |  0.0  |
|   专用设备   | 688160 |  步科股份  |  60.0%   | -8.0  |  1.9  | 20.0  | 10.3  | 12.5  |  3.2  |  0.4  | 0.4  |  8.4  |  1.7  |
|   工程机械   | 002272 |  川润股份  |  59.6%   | -7.5  |  2.1  | -2.3  | 10.0  | -2.5  | 10.1  | 10.1  | 10.0 | 10.0  | 10.0  |
|   电子元件   | 002579 |  中京电子  |  58.0%   | 10.0  |  5.0  |  5.1  | -3.6  | 10.0  | 10.0  | 10.0  | 10.0 | -10.0 |  2.4  |
|    半导体    | 301308 |  N江波龙   |  54.9%   | 77.8  | -14.6 |  7.9  | -2.4  | 14.6  | -11.4 | -3.2  | -2.2 |  4.1  | -3.2  |
|   消费电子   | 002045 |  国光电器  |  54.6%   |       |       |       | 10.1  | 10.0  | 10.0  | -2.2  | 10.0 | -1.9  | 10.0  |
|   通用设备   | 300421 |  力星股份  |  53.9%   |       |       |       |       |       |       | 11.7  | 6.1  | 20.0  |  8.2  |
|   通用设备   | 002965 |  祥鑫科技  |  51.7%   | -3.6  | 10.0  | -4.2  |  3.0  |  6.7  | -1.3  | 10.0  | 3.4  | 10.0  | 10.0  |
