+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+------+
|     行业     |  代码  |    名称    | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |   1   |  0   |
|   贸易行业   | 600647 |  同达创业  |  15.5%   |  0.7  | -0.9  | -3.1  |  4.9  | 10.0  | -5.8  | 10.0  |  0.0  |  0.0  | 0.0  |
|   装修装饰   | 002620 |  瑞和股份  |  15.5%   |  0.9  | -1.3  |  1.1  |  9.9  | -1.1  | -5.2  | 10.0  | -0.5  |  1.3  | 0.3  |
|   通用设备   | 688017 |  绿的谐波  |  15.3%   |  1.2  | -4.1  | -8.5  |  5.2  | 18.8  |  0.3  |  7.0  | -1.5  | -1.5  | -0.3 |
|   电源设备   | 300713 |   英可瑞   |  15.2%   |-------+-------+-------+-------+-------+-------+-------+-------+-------+ 15.2 |
|     电机     | 002823 |  凯中精密  |  15.1%   |  0.1  | -0.2  | -2.4  |  5.6  |  0.2  | -0.6  |  4.1  | 10.0  | -0.8  | -1.2 |
|   有色金属   | 300057 |  万顺新材  |  15.0%   | -2.5  |  2.5  |  2.4  |  5.9  |  0.0  | -5.4  | 13.2  | -1.1  |  2.4  | -2.1 |
|  计算机设备  | 002835 |  同为股份  |  15.0%   |  3.2  | -2.6  | -4.6  |  0.1  |  0.0  | 10.0  | 10.0  | -4.3  |  2.1  | 1.3  |
|   电力行业   | 002616 |  长青集团  |  14.9%   |  1.0  |  0.4  |  0.0  | 10.0  | -4.5  | -4.2  | 10.1  | 10.0  | -8.0  | 1.2  |
|  汽车零部件  | 603596 |   伯特利   |  14.9%   | -8.4  |  1.5  | -0.4  |  0.5  |  3.8  | 10.0  |  4.9  |  0.0  |  0.3  | 2.8  |
|  汽车零部件  | 300473 |  德尔股份  |  14.9%   | -3.1  | -2.4  | -1.8  |  1.7  |  4.1  | -1.7  | 12.6  | -0.1  |  1.5  | 4.2  |
|  房地产开发  | 600641 |  万业企业  |  14.8%   | -2.1  | -3.6  | -0.8  | -0.4  | -0.1  | -1.5  |  1.1  | 10.0  |  3.7  | 8.5  |
|   电网设备   | 002028 |  思源电气  |  14.7%   |  0.7  |  0.2  |  0.4  |  7.6  |  2.2  | -0.9  | 10.0  | -4.3  |  2.0  | -3.2 |
|   家电行业   | 300403 |  汉宇集团  |  14.5%   | -8.3  |  3.9  | -3.6  |  6.3  | 12.2  |  4.1  |  3.0  |  4.1  | -2.8  | -3.6 |
|   电子元件   | 300657 |  弘信电子  |  14.5%   |  0.6  |  0.0  | -5.5  |  0.2  |  2.9  | -0.9  | 14.9  |  0.1  |  1.3  | 1.1  |
|  汽车零部件  | 603586 |   金麒麟   |  14.5%   | -1.1  | -0.3  | -0.2  | -0.6  | 10.0  | 10.0  |  0.0  | -1.6  | -0.5  | -1.2 |
|   电网设备   | 002090 |  金智科技  |  14.1%   | 10.0  | 10.0  | 10.0  | -10.0 |  5.0  | 10.0  | 10.0  | -10.0 | -10.0 | -7.4 |
|   装修建材   | 002718 |  友邦吊顶  |  14.1%   |  1.8  | 10.0  | -3.1  |  0.9  |  1.7  | -4.3  | 10.0  | -0.8  | -2.2  | 0.3  |
|   消费电子   | 002976 |  瑞玛精密  |  14.0%   | -1.5  |  0.1  | -4.7  |  4.9  | 10.0  |  0.8  |  1.9  | -1.6  |  2.1  | 1.8  |
|   商业百货   | 000715 |  中兴商业  |  14.0%   |  2.3  |  2.3  | -0.6  |  1.9  | -0.7  | -4.1  | 10.0  | 10.0  | -6.7  | 0.0  |
|   医药商业   | 600272 |  开开实业  |  14.0%   |  2.6  | 10.0  | -4.1  | -2.4  | 10.0  | -4.4  |  2.3  |  0.6  |  3.5  | -3.7 |
|   消费电子   | 300684 |  中石科技  |  13.9%   |  0.2  | -1.9  | -3.8  |  1.2  |  1.0  |  0.8  |  3.2  | 15.6  |  0.4  | -2.3 |
