+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|     行业     |  代码  |    名称    | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |   1   |   0   |
+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|   化学原料   | 301209 |   N联合    |  152.5%  |       | 160.9 | -19.0 |  0.0  | -9.0  |  5.0  | -2.1  |  7.0  | 13.0  |  5.7  |
|  互联网服务  | 301270 |   N汉仪    |  135.7%  |       |       |       | 53.9  | 53.9  | 28.6  | -15.0 | -4.1  |  7.2  | -11.3 |
|   家电行业   | 001259 |   N利仁    |  131.9%  |       |       |       | 44.0  | 44.0  | 10.0  | 10.0  | 10.0  | -6.7  | -10.0 |
|   食品饮料   | 603237 |  N五芳斋   |  115.4%  |       |       |       | 44.0  | 44.0  | 10.0  | 10.0  | -5.0  | -9.6  |  0.0  |
|  光学光电子  | 688401 |   N路维    |  102.5%  |       |       |       |       |       |       |       |       | 129.2 | -11.6 |
|   食品饮料   | 000716 |   黑芝麻   |  97.5%   | 10.0  | 10.1  |  9.9  |  9.9  | 10.0  |  9.9  | -6.5  |  4.3  |  4.0  | 10.0  |
|    半导体    | 688403 |   N汇成    |  90.8%   |       |       |       |       |       |       |       |       |       | 90.8  |
|   物流行业   | 002800 |  天顺股份  |  61.1%   |       |       |       |       |       | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  |
|   电网设备   | 688226 |  威腾电气  |  60.8%   |       |       |       | 20.0  | 20.0  | -6.2  | 10.2  |  3.4  |  4.5  |  0.0  |
|    半导体    | 688041 |   N海光    |  60.1%   |       |       |       |       |       | 66.9  | -5.5  |  6.8  | -5.0  |  0.0  |
|   专用设备   | 688160 |  步科股份  |  60.0%   | -8.0  |  1.9  | 20.0  | 10.3  | 12.5  |  3.2  |  0.4  |  0.4  |  8.4  |  1.7  |
|   专用设备   | 831152 |   N昆工    |  57.9%   |       |       |       |       |       | 51.2  | -17.9 | -2.4  |  0.3  | 29.9  |
|   多元金融   | 001236 |   N弘业    |  56.9%   |  9.9  | 10.0  | 10.0  | 10.0  | 10.0  |  2.3  | -4.6  |  2.7  |  3.3  | -5.8  |
|   通用设备   | 300257 |  开山股份  |  49.5%   |       |       | 20.0  | 20.0  | -5.4  | -1.7  | -0.8  |  3.6  |  1.3  |  7.2  |
|  汽车零部件  | 688071 |  华依科技  |  48.5%   |  9.7  |  0.6  | -1.2  | -0.0  |  6.4  |  3.8  |  1.4  |  3.4  | 13.7  |  3.5  |
|  房地产开发  | 000573 |  粤宏远Ａ   |  46.3%   |       |       |       |       |       |       | 10.0  |  9.9  | 10.0  | 10.0  |
|   化学制品   | 002165 |   红宝丽   |  43.5%   |       |       | 10.1  | 10.1  |  2.0  | -5.6  |  4.7  |  9.9  |  9.9  | -2.9  |
|   采掘行业   | 002828 |  贝肯能源  |  39.2%   | -1.9  |  7.3  | -5.4  |  5.5  | -5.8  |  1.1  |  4.5  |  9.9  | 10.0  | 10.0  |
|   消费电子   | 002866 |  传艺科技  |  39.0%   | -2.1  | -4.6  |  2.1  |  0.6  | -10.0 | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  |
|    半导体    | 301282 |   N金禄    |  38.5%   |       |       | 31.0  |  0.0  | -9.1  |  1.6  |  5.6  | 12.2  | -4.2  |  0.8  |
|   专用设备   | 688596 |  正帆科技  |  37.3%   |  8.7  |  4.9  |  1.0  | 12.8  |  7.8  | -2.5  |  1.6  | -5.0  |  1.6  |  2.6  |
|     电池     | 001283 |   N豪鹏    |  36.9%   |       |       |       |       |       |       |       | 44.0  |  5.7  | -10.0 |
|   文化传媒   | 000892 |  欢瑞世纪  |  36.7%   |       |       | 10.1  | 10.1  |  9.9  | 10.1  | 10.1  | -10.0 | -10.0 |  4.4  |
|  房地产开发  | 600683 |  京投发展  |  35.2%   |       |       |       | 10.1  | 10.1  | 10.0  |  2.8  | -0.2  |  9.9  | -10.0 |
|   家电行业   | 002543 |  万和电气  |  35.2%   | -5.5  | 10.0  | 10.0  | 10.0  | -8.3  |  5.1  | -1.4  |  4.1  | -1.3  | 10.0  |
