+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+------+
|     行业     |  代码  |    名称    | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |   1   |  0   |
+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+------+
|   多元金融   | 001236 |   N弘业    |  181.7%  |       |       | 44.1  | 10.1  | 10.2  | 10.2  | 10.1  |  9.9  |  9.9  | 10.1 |
|   电力行业   | 001258 |  立新能源  |  144.8%  |  9.9  | 10.1  |  9.9  | 10.0  | 10.1  | 10.0  | 10.0  | 10.0  |  3.8  | 10.0 |
|   家用轻工   | 301336 |   N趣睡    |  110.5%  |       |       |       |       |       |       |       | 171.0 | -18.8 | -4.4 |
|    半导体    | 002077 |  大港股份  |  92.9%   | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | -6.7  |  2.7  | 3.2  |
|   纺织服装   | 300526 |  *ST中潜   |  80.8%   |  9.7  | 20.0  | -5.1  |  4.3  | 13.0  | -3.0  | -7.9  |  5.0  | 15.2  | 13.5 |
|      —       | 835985 |   N海泰    |  80.5%   |       |       |       | 27.4  | 29.9  | 10.2  |  5.5  | -11.5 | 11.2  | -4.6 |
|   消费电子   | 001229 |   N魅视    |  73.8%   |       |       |       | 44.0  | 10.0  | 10.0  | 10.0  | 10.0  | -10.0 | -8.4 |
|   专用设备   | 301338 |   N凯格    |  73.1%   |       |       |       |       |       |       |       |       |       | 73.1 |
|    半导体    | 688041 |   N海光    |  68.6%   |       |       |       |       |       |       |       | 66.9  | -5.5  | 6.8  |
|   通用设备   | 300554 |  三超新材  |  66.3%   | -4.4  | 15.7  | 14.8  | 20.0  | -2.8  |  1.9  | -6.6  |  6.2  |  3.0  | 7.7  |
|   环保行业   | 301030 |  仕净科技  |  65.7%   |       | 12.2  | -0.2  | 15.3  | 15.6  |  0.6  | -3.0  |  0.1  |  3.0  | 10.4 |
|     电池     | 301121 |   N紫建    |  65.1%   |       |       |       | 45.4  | 14.8  | -6.8  |  8.6  | -3.1  | -1.8  | 2.7  |
|  光学光电子  | 300650 |  太龙股份  |  62.7%   |       | 11.2  | 13.2  |  3.3  |  6.0  |  0.7  | -0.4  | -4.6  | 14.3  | 7.9  |
|  汽车零部件  | 002553 |  南方精工  |  61.6%   | -2.8  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | -5.7  |  6.4  | -6.5  | 10.0 |
|  计算机设备  | 001339 |   N智微    |  58.4%   |       |       |       |       |       |       |       |       | 44.0  | 10.0 |
|   软件开发   | 301269 |  C华大九   |  56.9%   | 15.5  | 14.1  | 20.0  |  9.5  | -5.8  | -5.3  | -2.6  | -4.2  |  6.0  | 2.6  |
|   电子元件   | 002579 |  中京电子  |  56.7%   |  1.5  | -9.9  | 10.0  |  5.0  |  5.1  | -3.6  | 10.0  | 10.0  | 10.0  | 10.0 |
|  汽车零部件  | 301192 |   N泰祥    |  56.0%   |       |       |       |       |       |       | 80.3  | -0.4  | -11.6 | -1.7 |
|   专用设备   | 688596 |  正帆科技  |  54.5%   |  8.7  |  8.0  |  8.7  |  4.9  |  1.0  | 12.8  |  7.8  | -2.5  |  1.6  | -5.0 |
|   电网设备   | 688226 |  威腾电气  |  53.8%   |       |       |       |       |       | 20.0  | 20.0  | -6.2  | 10.2  | 3.4  |
|    半导体    | 301308 |  N江波龙   |  53.8%   |       |       | 77.8  | -14.6 |  7.9  | -2.4  | 14.6  | -11.4 | -3.2  | -2.2 |
|   电力行业   | 000040 |  东旭蓝天  |  53.4%   |  1.5  |  1.7  | -1.4  |  4.3  | 10.0  | 10.1  | 10.1  | 10.0  | -2.6  | 1.2  |
|   文化传媒   | 300392 |  *ST腾信   |  52.2%   |       | 20.1  |  4.0  |  1.9  | 12.9  | -1.4  |  1.2  |  4.3  |  5.7  | -3.7 |
|  汽车零部件  | 603768 |  常青股份  |  49.8%   |  0.1  | 10.0  |  0.6  | 10.0  |  1.5  |  2.8  | 10.0  |  5.7  |  1.2  | 0.0  |
