+--------------+--------+------------+----------+------+-------+-------+------+-------+-------+-------+-------+-------+-------+
|     行业     |  代码  |    名称    | 涨幅统计 |  9   |   8   |   7   |  6   |   5   |   4   |   3   |   2   |   1   |   0   |
+--------------+--------+------------+----------+------+-------+-------+------+-------+-------+-------+-------+-------+-------+
|    半导体    | 000670 |   盈方微   |  393.8%  |      |       |       |      |       |       | 488.4 | -10.0 | -10.0 |  3.5  |
|   化学原料   | 301209 |   N联合    |  160.9%  |      |       |       |      |       |       |       |       |       | 160.9 |
|   多元金融   | 001236 |   N弘业    |  159.4%  | 10.1 |  9.9  |  9.9  | 10.1 |  9.9  | 10.1  | 10.0  | 10.0  |  9.9  | 10.0  |
|   文化传媒   | 001330 |   N博纳    |  110.9%  |      |       |       |      |       | 43.9  | 10.1  | 10.1  | 10.0  | 10.0  |
|   家用轻工   | 001222 |   N源飞    |  110.8%  |      |       |       |      |       | 44.0  | 10.0  | 10.0  | 10.0  | 10.0  |
|  光学光电子  | 688401 |   N路维    |  102.5%  |      |       |       |      |       |       |       |       | 129.2 | -11.6 |
|   航运港口   | 600428 |  中远海特  |  92.5%   |      | 10.1  |  0.6  | 7.8  |  1.5  | 10.0  |  9.0  | 10.0  |  9.6  | 10.0  |
|    半导体    | 688403 |   N汇成    |  90.8%   |      |       |       |      |       |       |       |       |       | 90.8  |
|  汽车零部件  | 301192 |   N泰祥    |  89.5%   | 80.3 | -0.4  | -11.6 | -1.7 | -6.9  | 20.0  |  6.2  | -3.4  |  9.0  | -2.7  |
|   家用轻工   | 301336 |   N趣睡    |  78.5%   |      | 171.0 | -18.8 | -4.4 | -1.3  | -4.5  | -2.5  | -1.6  |  0.5  | -6.5  |
|   农药兽药   | 002868 |  绿康生化  |  65.4%   | -2.5 | 10.0  | 10.0  | 10.0 | 10.0  |  2.3  | 10.0  |  8.1  | -3.6  | -1.2  |
|   电网设备   | 688226 |  威腾电气  |  60.8%   |      |       |       | 20.0 | 20.0  | -6.2  | 10.2  |  3.4  |  4.5  |  0.0  |
|    半导体    | 688041 |   N海光    |  60.1%   |      |       |       |      |       | 66.9  | -5.5  |  6.8  | -5.0  |  0.0  |
|   专用设备   | 688160 |  步科股份  |  60.0%   | -8.0 |  1.9  | 20.0  | 10.3 | 12.5  |  3.2  |  0.4  |  0.4  |  8.4  |  1.7  |
|   食品饮料   | 002329 |  皇氏集团  |  57.9%   |      |       | 10.1  | 10.1 |  2.2  | 10.0  |  4.0  | 10.0  | -2.1  |  3.5  |
|     燃气     | 000593 |  德龙汇能  |  53.3%   | 0.5  |  2.8  |  2.5  | -1.2 |  0.2  |  0.0  |  9.9  |  9.9  | 10.0  | 10.0  |
|   通信设备   | 300565 |  科信技术  |  52.9%   | -4.6 |  3.7  | 14.3  | 3.0  | -2.5  |  9.3  |  1.2  | 15.9  |  5.2  | -0.3  |
|   化学制品   | 603255 |  N鼎际得   |  50.2%   |      |       |       |      |       | 44.0  | 10.0  | -4.3  | 10.0  | -10.0 |
|   通用设备   | 300421 |  力星股份  |  49.3%   |      |       | 11.7  | 6.1  | 20.0  |  8.2  | 13.8  |  0.1  | -8.9  | -6.5  |
|  汽车零部件  | 688071 |  华依科技  |  48.5%   | 9.7  |  0.6  | -1.2  | -0.0 |  6.4  |  3.8  |  1.4  |  3.4  | 13.7  |  3.5  |
|  计算机设备  | 001339 |   N智微    |  48.3%   |      |       | 44.0  | 10.0 | 10.0  |  2.2  | -8.6  |  0.7  | -6.7  | -3.1  |
|   消费电子   | 002855 |  捷荣技术  |  46.5%   |      |       |       |      |       |       | 10.0  | 10.1  | 10.0  | 10.0  |
|     电池     | 688772 |  珠海冠宇  |  42.8%   |      |       |       |      | 20.0  | -2.4  | 10.3  |  2.8  |  6.3  |  1.1  |
|   消费电子   | 002045 |  国光电器  |  42.3%   | 10.0 | 10.0  | -2.2  | 10.0 | -1.9  | 10.0  | 10.0  |  2.3  | -10.0 |  0.1  |
|   航运港口   | 600026 |  中远海能  |  39.7%   | -0.6 |  2.0  |  1.4  | 10.0 |  3.5  |  0.9  | 10.0  |  3.0  | -5.2  | 10.0  |
