[行业>市值]
+----------+--------+----------+-------+---------+------+---------+---------+
|   行业   |  代码  |   名称   | 市值  |   pe    | 涨幅 | 3日涨幅 | 6日涨幅 |
+----------+--------+----------+-------+---------+------+---------+---------+
| 塑料制品 | 600143 | 金发科技 | 228.5 |  13.6   | -1.9 |  -3.1   |  -6.1   |
| 塑料制品 | 300487 | 蓝晓科技 | 202.7 |  62.9   | -5.5 |  -4.7   |   1.5   |
| 塑料制品 | 002585 | 双星新材 | 198.0 |  13.8   | -1.9 |  -1.6   |  -6.4   |
| 塑料制品 | 002324 |  普利特  | 147.0 |  150.5  | -5.2 |   4.8   |   2.3   |
| 塑料制品 | 300596 |  利安隆  | 105.1 |  20.8   | -0.5 |  -1.2   |  -1.3   |
| 塑料制品 | 603010 | 万盛股份 | 101.7 |  19.8   | -4.8 |  -7.7   |  -6.5   |
| 塑料制品 | 601208 | 东材科技 | 100.1 |  24.6   | -3.0 |  -1.9   |  -12.1  |
| 塑料制品 | 002838 | 道恩股份 | 99.8  |  48.7   | -9.5 |  -9.4   |   4.4   |
| 塑料制品 | 300586 | 美联新材 | 93.7  |  25.8   | -2.9 |  -6.0   |  -1.6   |
| 塑料制品 | 603181 | 皇马科技 | 91.2  |  17.5   | -3.3 |  -1.7   |   3.5   |
| 塑料制品 | 605008 | 长鸿高科 | 89.7  |  25.9   | 0.1  |  -0.1   |  -0.9   |
| 塑料制品 | 002108 | 沧州明珠 | 83.2  |  35.6   | -5.3 |  -2.8   |  -4.2   |
| 塑料制品 | 300806 |  斯迪克  | 79.0  |  111.2  | -2.9 |  -5.7   |  -5.8   |
| 塑料制品 | 688087 | 英科再生 | 76.2  |  38.9   | 3.0  |   0.4   |  -0.4   |
| 塑料制品 | 300180 | 华峰超纤 | 68.0  |  115.3  | -2.3 |   1.1   |  -2.0   |
| 塑料制品 | 002768 | 国恩股份 | 65.8  |  13.9   | -1.1 |  -2.9   |  -4.5   |
| 塑料制品 | 688026 | 洁特生物 | 61.9  |  37.7   | -2.0 |  -3.1   |  -4.0   |
| 塑料制品 | 002263 |  大东南  | 61.6  |  47.3   | -2.7 |  -4.7   |  -1.8   |
| 塑料制品 | 603051 | 鹿山新材 | 60.7  |  46.3   | -2.5 |  -5.3   |  -12.9  |
| 塑料制品 | 000859 | 国风新材 | 57.7  |  14.5   | -1.5 |  -0.9   |  -2.0   |
| 塑料制品 | 002341 | 新纶新材 | 50.6  |  -14.0  | -1.1 |   0.9   |  -2.0   |
| 塑料制品 | 002522 | 浙江众成 | 50.2  |  24.6   | -0.4 |   0.5   |  -2.5   |
| 塑料制品 | 688323 |  瑞华泰  | 46.6  |  94.9   | 3.2  |   4.5   |   6.6   |
| 塑料制品 | 002886 | 沃特股份 | 46.0  |  225.7  | -8.8 |  -11.7  |  -12.5  |
| 塑料制品 | 301196 | 唯科科技 | 45.1  |  25.2   | -2.5 |  -2.4   |  -4.2   |
| 塑料制品 | 603722 |  阿科力  | 43.4  |  25.0   | -0.9 |  -3.7   |  -3.6   |
| 塑料制品 | 000973 | 佛塑科技 | 42.5  |  37.2   | -2.2 |  -0.7   |  -3.9   |
| 塑料制品 | 688219 | 会通股份 | 42.4  |  34.0   | -2.5 |  -2.1   |  -3.1   |
| 塑料制品 | 600135 | 乐凯胶片 | 42.2  |  119.3  | 1.7  |   2.1   |  -1.2   |
| 塑料制品 | 002361 | 神剑股份 | 41.6  |  174.0  | 0.9  |  -0.5   |  -8.6   |
| 塑料制品 | 002632 | 道明光学 | 41.2  |  37.6   | 3.8  |   6.3   |   2.8   |
| 塑料制品 | 300610 | 晨化股份 | 38.6  |  23.4   | 4.3  |  -1.0   |  -1.0   |
